itemid	version1	version2	category	main-type	lev-dist	lev-dist-class	lendiff-chars	lendiff-words	insertion	deletion	capitalization	whitespace	italics	punctuation	hyphenation	numbers	condensation	expansion	tbc
7564-1	"""The"	"said, ""the"	other	expansion	7	major	6	0	0	0	0	0	0	0	0	0	0	1	0
7565-1	"careful,"" She said."	"careful."""	other	condensation	11	major	-10	-2	0	0	0	0	0	0	0	0	1	0	0
7570-1		He looked through the glass to Jiuquan's Mission Control Center.	other	insertion	64	major	64	11	1	0	0	0	0	0	0	0	0	0	0
7571-1		It was remarkably similar to Houston's, though Teddy couldn't read any of the Chinese text on the big screens.	other	insertion	110	major	110	21	1	0	0	0	0	0	0	0	0	0	0
7575-1	"team"""	"team,"""	script identifiable	punctuation	1	minor	1	0	0	0	0	0	0	1	0	0	0	0	0
7582-1	man	man,	script identifiable	punctuation	1	minor	1	1	0	0	0	0	0	1	0	0	0	0	0
7585-1	translating,	translating	script identifiable	punctuation	1	minor	-1	-1	0	0	0	0	0	1	0	0	0	0	0
7601-1	"""Cause"	"""'Cause"	script identifiable	punctuation	1	minor	1	0	0	0	0	0	0	1	0	0	0	0	0
7602-1	"Doctor."""	"doctor."""	script-identifiable	capitalization	1	minor	0	0	0	0	1	0	0	0	0	0	0	0	0
7609-1	good looking	good-looking	script identifiable	hyphenation	1	minor	0	0	0	0	0	0	0	0	1	0	0	0	0
7611-1	asked.	asked,	script identifiable	punctuation	1	minor	0	0	0	0	0	0	0	1	0	0	0	0	0
7612-1	"MAV."""	"MAV,"""	script identifiable	punctuation	1	minor	0	0	0	0	0	0	0	1	0	0	0	0	0
7625-1		The Chinese had arranged a small conference room for the Americans to work in.	other	insertion	78	major	78	14	1	0	0	0	0	0	0	0	0	0	0
7626-1		The cramped conditions were luxurious by Jiu-quan standards.	other	insertion	60	major	60	9	1	0	0	0	0	0	0	0	0	0	0
7627-1		Venkat was working on budget spreadsheets when Mitch came in, so he was glad for the interruption.	other	insertion	98	major	98	17	1	0	0	0	0	0	0	0	0	0	0
7628-1	said.	said, collapsing into a chair.	other	expansion	25	major	25	4	0	0	0	0	0	0	0	0	0	1	0
7630-1	"""Good."""	"""Good,"""	script identifiable	punctuation	1	minor	0	0	0	0	0	0	0	1	0	0	0	0	0
7645-1	"""Cause"	"""'Cause"	script identifiable	punctuation	1	minor	1	0	0	0	0	0	0	1	0	0	0	0	0
7649-1	fucking		other	deletion	7	major	-7	0	0	1	0	0	0	0	0	0	0	0	0
7650-1	"Daddy!"""	"Daddy! """	script identifiable	whitespace	1	minor	1	0	0	0	0	1	0	0	0	0	0	0	0
7655-1	"""'My"	""""	other	tbc	3	minor	-3	0	0	0	0	0	0	0	0	0	0	0	1
7656-1		'My	other	insertion	3	minor	3	1	1	0	0	0	0	0	0	0	0	0	0
7661-1	"said. ""You're"	"said, ""you're"	other	tbc	2	minor	0	0	0	0	0	0	0	0	0	0	0	0	1
